V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q47,Q35,Q35_TEXT,Q25,Q31,Q32,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_6_TEXT,Q30_7,Q30_8,Q39,Q43,Q50_4,Q50_5,Q50_6,Q50_7,Q50_8,Q50_9,Q50_10,Q50_11,Q50_16,Q22_1,Q22_2,Q22_3,Q22_5,Q22_5_TEXT,Q1,Q40_1,Q40_2,Q40_3,Q48_1,Q48_2,Q48_3,Q26,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_7,Q34_7_TEXT,Q44,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_10,Q36_11,Q27,Q49,Q45,Q21,Q41,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_7_TEXT,Q20,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q50_6,LocationLatitude,LocationLongitude,LocationAccuracy,
R_UQlwtr22lV3k06J,Default Response Set,Anonymous,,,143.107.45.30,0,2016-08-03 14:30:14,2016-08-03 14:32:25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2rxucnneLt8Y22f,Default Response Set,Anonymous,,,179.111.110.189,0,2016-08-03 14:38:18,2016-08-03 14:38:48,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_20O8krpXKANqPSU,Default Response Set,Anonymous,,,177.32.82.212,0,2016-08-03 14:50:31,2016-08-03 14:50:51,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_0dERQPw0IpVncid,Default Response Set,Anonymous,,,186.220.237.168,0,2016-08-03 14:55:12,2016-08-03 14:55:53,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2dQjoqTgSVibtWU,Default Response Set,Anonymous,,,191.23.58.171,0,2016-08-03 15:05:22,2016-08-03 15:07:03,0,1,1,,2,2,2,1,,1,1,1,,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_32JIhCfuHi4yvPM,Default Response Set,Anonymous,,,177.188.237.129,0,2016-08-03 15:41:22,2016-08-03 15:42:43,0,1,1,,1,2,1,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3k4YkFbOGCJMCml,Default Response Set,Anonymous,,,54.240.196.186,0,2016-08-03 16:35:27,2016-08-03 16:35:36,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1dozICwVuvu9UKs,Default Response Set,Anonymous,,,177.188.139.242,0,2016-08-03 17:17:12,2016-08-03 17:17:47,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3IcMsGXfsmRgW9O,Default Response Set,Anonymous,,,187.38.5.54,0,2016-08-03 18:25:52,2016-08-03 18:30:06,0,1,1,,2,1,1,1,,1,,,,,,1,4,1,39,39,37,37,39,38,38,38,39,1,1,,,,2,,,,3,3,3,2,,,,,,,,1,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,,,,-1,
R_6A7HBOtgfOswPlL,Default Response Set,Anonymous,,,71.191.246.176,0,2016-08-10 18:37:08,2016-08-10 18:50:19,1,1,1,,3,2,5,1,,,,,,,,,3,1,37,37,37,37,37,36,37,37,39,,,1,,,1,1,3,4,,,,3,,,,,,,,1,15,16,15,14,15,15,14,15,14,17,,,1,git (cli) / Kaleidoscope / GitUp,2,26,24,24,23,25,25,,,4,2,4,4,4,3,1,39.040893554688,-77.044502258301,-1,
R_2tEWcvJmqiFLOV2,Default Response Set,Anonymous,,,186.212.104.202,0,2016-08-03 19:03:57,2016-08-03 19:36:40,0,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_VJBPRhChsn5nQlP,Default Response Set,Anonymous,,,172.78.217.188,0,2016-08-10 21:30:39,2016-08-10 21:35:28,1,1,1,,2,1,3,1,,,,1,,,,,5,1,36,37,36,37,36,36,36,37,39,,,1,,,1,1,1,2,,,,3,,,,,,,,1,13,17,14,15,14,14,13,13,13,15,2,,1,NetBeans and console,1,26,26,26,26,26,26,,,5,1,1,1,1,1,1,47.494003295898,-120.19549560547,-1,
R_3MF2f3qOHcJLcQR,Default Response Set,Anonymous,,,150.100.253.2,0,2016-08-04 00:57:47,2016-08-04 00:58:06,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3MgkwRagIv7l7hN,Default Response Set,Anonymous,,,88.173.87.236,0,2016-08-04 01:09:55,2016-08-04 01:13:09,0,1,1,,4,2,2,1,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_6LFiAkmupAKCQC1,Default Response Set,Anonymous,,,217.118.165.109,0,2016-08-04 01:18:24,2016-08-04 01:18:55,0,1,1,,3,3,3,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1gHKCtSWCPI3RRY,Default Response Set,Anonymous,,,134.59.215.253,0,2016-08-04 01:37:07,2016-08-04 01:38:08,0,1,1,,1,3,2,1,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_4HETaOe7Kg8tsKB,Default Response Set,Anonymous,,,92.40.248.31,0,2016-08-04 02:01:07,2016-08-04 02:01:14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1LXoz1oGp5yJnKo,Default Response Set,Anonymous,,,203.9.153.2,0,2016-08-04 00:47:01,2016-08-04 02:05:11,0,1,1,,4,3,1,1,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2rIoVcGadxjZViD,Default Response Set,Anonymous,,,109.204.231.126,0,2016-08-04 01:13:24,2016-08-04 02:44:30,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2rZKsLIhYityiUF,Default Response Set,Anonymous,,,5.50.14.10,0,2016-08-04 01:35:38,2016-08-04 03:13:38,0,1,1,,2,3,2,1,,,,,,,1,1,2,1,38,38,39,38,39,36,40,38,37,,,1,,,2,,,,1,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_33auWtbEYFLbf2I,Default Response Set,Anonymous,,,46.193.160.126,0,2016-08-04 04:17:10,2016-08-04 04:18:10,0,1,1,,5,2,3,1,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1pYCS6kwS9TjSO6,Default Response Set,Anonymous,,,82.108.130.3,0,2016-08-04 06:39:23,2016-08-04 06:40:02,0,1,1,,5,2,4,1,,1,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_yDtntPUJ8skwYJX,Default Response Set,Anonymous,,,150.161.2.213,0,2016-08-03 18:50:10,2016-08-04 06:47:19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_Q3SAvkVYzHz7QOd,Default Response Set,Anonymous,,,143.107.45.11,0,2016-08-04 07:07:44,2016-08-04 07:08:38,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_xDH3wAlmfGOstO1,Default Response Set,Anonymous,,,82.224.1.29,0,2016-08-04 08:33:15,2016-08-04 08:33:41,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_27k8JA0Ja56qfaD,Default Response Set,Anonymous,,,201.95.209.247,0,2016-08-04 09:20:30,2016-08-04 09:25:13,0,1,1,,1,2,2,1,,,,,,,,,5,1,36,36,36,36,36,36,37,36,37,,1,,,,1,1,3,4,,,,2,1,1,1,1,1,,,1,14,14,14,15,14,15,15,15,14,14,,,,,,,,,,,,,,,,,,,,,,,-1,
R_25FWoRgS6QC7r3C,Default Response Set,Anonymous,,,67.169.25.225,0,2016-08-11 09:45:18,2016-08-11 09:58:32,1,1,1,,3,1,3,1,1,1,1,1,1,Designer,1,1,3,1,37,38,39,37,39,36,36,39,39,1,,,,,2,,,,2,2,3,3,,,,,,,,1,15,17,14,16,14,14,14,13,14,15,2,,1,"IDE (Atom, Sublime, vi) / git CLI / grep / diff viewer (Kaleidoscope) / High amount of test coverage",1,26,26,26,26,26,26,,,4,2,2,2,3,2,2,37.32389831543,-121.91439819336,-1,
R_3g8g75PFfnoFgg7,Default Response Set,Anonymous,,,179.111.216.206,0,2016-08-04 10:44:06,2016-08-04 10:48:40,0,1,1,,5,2,5,1,,,,,,,,,5,1,37,37,36,37,36,36,37,38,38,1,1,,,,2,,,,1,2,4,1,1,1,1,,1,,,1,15,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,,,,,,-1,
R_20USMWNVsbA24hM,Default Response Set,Anonymous,,,201.37.160.61,0,2016-08-04 10:47:48,2016-08-04 10:48:59,0,1,1,,1,2,2,1,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3pa69vuZpal992z,Default Response Set,Anonymous,,,179.111.216.206,0,2016-08-04 10:49:52,2016-08-04 10:50:06,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_xryPeLrobebij3H,Default Response Set,Anonymous,,,177.32.82.212,0,2016-08-04 10:50:22,2016-08-04 10:51:02,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3D62l4Snw4YDB7y,Default Response Set,Anonymous,,,201.48.114.241,0,2016-08-04 10:55:00,2016-08-04 10:55:51,0,1,1,,2,2,2,1,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_30wq3qUNuAE939v,Default Response Set,Anonymous,,,187.113.102.7,0,2016-08-03 17:00:00,2016-08-04 11:23:12,0,1,2,,2,1,1,1,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_21hrz9NXk52E73V,Default Response Set,Anonymous,,,186.231.154.99,0,2016-08-04 12:33:31,2016-08-04 12:36:49,0,1,1,,1,1,2,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3PAEuSL0AA1ZSub,Default Response Set,Anonymous,,,217.248.160.39,0,2016-08-04 12:35:31,2016-08-04 12:39:26,0,1,1,,3,2,2,1,,,,,,,,,2,1,37,38,39,38,39,37,36,37,39,1,,,,,1,1,2,3,,,,3,,,,,,,,1,14,15,14,16,15,15,13,16,15,17,,,,,,,,,,,,,,,,,,,,,,,-1,
R_866B67myQIYd0TD,Default Response Set,Anonymous,,,88.174.238.182,0,2016-08-04 15:49:22,2016-08-04 15:55:42,0,1,1,,4,3,2,1,,,,1,1,Agile Coach,,,4,1,37,37,37,37,38,36,36,36,36,,1,,,,2,,,,2,3,4,2,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3P7UuL9c8BK6BNI,Default Response Set,Anonymous,,,191.33.111.185,0,2016-08-04 19:01:53,2016-08-04 19:02:06,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2X4gOQUGiXm257C,Default Response Set,Anonymous,,,179.111.216.206,0,2016-08-05 05:14:56,2016-08-05 05:15:11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2BlJxIAUEidBPWb,Default Response Set,Anonymous,,,179.111.216.206,0,2016-08-05 10:19:42,2016-08-05 12:26:10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_wLebryBjrLTWoVz,Default Response Set,Anonymous,,,134.134.139.76,0,2016-08-12 15:18:41,2016-08-12 15:28:01,1,1,1,,2,3,5,1,,,,,,,,,2,1,37,39,39,38,40,36,40,40,39,1,1,1,,,2,,,,1,3,4,3,,,,,,,,1,15,16,15,16,15,16,16,17,14,16,,,1,I primarily use functionality included with git. Meld is especially nice for viewing directory diffs. Eclipse is my main development environment.,2,25,25,24,23,22,23,,,4,3,2,3,3,4,2,45.523406982422,-122.6762008667,-1,
R_3NWLRu2r7lubnm8,Default Response Set,Anonymous,,,54.240.197.225,0,2016-08-07 08:40:52,2016-08-07 08:44:47,0,1,1,,2,2,2,1,,,,,,,,,5,1,37,37,37,37,37,36,36,36,36,1,,,,,1,1,2,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3KjP36AG2OpYYPn,Default Response Set,Anonymous,,,69.38.33.34,0,2016-08-15 08:03:50,2016-08-15 08:08:42,1,1,1,,3,2,3,1,,,,,,,,1,2,1,38,37,39,37,38,40,37,36,40,,1,,,,2,,,,2,4,5,3,,,,,,,,1,16,15,17,14,17,16,16,17,14,17,,,1,default osx mergetool / git log,3,26,26,23,22,23,25,,,3,4,5,5,5,5,5,32.800994873047,-79.99690246582,-1,
R_3spRzxYbE2Q9gRT,Default Response Set,Anonymous,,,187.11.123.206,0,2016-08-03 15:31:34,2016-08-08 08:20:31,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1CyIZ8OH8AnHKES,Default Response Set,Anonymous,,,134.134.139.77,0,2016-08-08 09:38:42,2016-08-08 09:39:46,0,1,1,,5,3,2,1,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_b8vMcTAQCn4yJZ7,Default Response Set,Anonymous,,,134.134.137.75,0,2016-08-08 10:06:40,2016-08-08 10:08:03,0,1,1,,1,3,2,1,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1HqqDi61PiWdsgC,Default Response Set,Anonymous,,,140.77.13.116,0,2016-08-09 03:06:06,2016-08-09 03:06:30,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3egaXGDh1cbk66B,Default Response Set,Anonymous,,,90.216.134.197,0,2016-08-16 03:47:36,2016-08-16 04:09:52,1,1,1,,1,2,4,1,,,,,,,,,2,1,37,39,37,40,39,36,37,39,40,1,,,,,2,,,,2,3,4,3,,,,,,,,1,17,17,15,17,15,16,15,16,16,17,,,1,meld / github,3,26,24,26,24,25,24,,,3,3,3,3,2,4,3,51.514205932617,-0.093093872070312,-1,
R_31Y2cQPNlXaKanq,Default Response Set,Anonymous,,,103.25.231.101,0,2016-08-16 04:29:58,2016-08-16 04:54:28,1,1,1,,2,2,3,1,,,,1,,,,,5,1,39,38,38,39,38,37,38,38,39,1,1,1,,,1,2,3,4,,,,2,1,1,1,1,1,,,1,16,14,16,16,14,16,16,14,14,16,2,,1,I do it manually with Git/SVN.,2,24,23,23,22,23,24,,,3,4,4,4,4,3,3,28.666702270508,77.216705322266,-1,
R_28RJO3hmXcGt3pg,Default Response Set,Anonymous,,,192.175.27.10,0,2016-08-16 10:28:22,2016-08-16 10:48:39,1,1,1,,6,1,4,1,,,,1,,,1,,2,1,40,38,40,38,39,37,37,37,39,,,1,,,1,2,3,4,,,,1,1,1,1,,,,,1,16,16,17,15,15,16,16,15,15,17,1,"A relatively small feature was desired in the stable version, but the change required a large refactoring change that would have been too risky to backport. So we ended up telling the customer that doing the backport wasn't feasible. ",1,"git, intellij (or emacs if it is an easy fix), and of course lots of unit tests /  / Strong unit tests help provide a lot of confidence that the merge didn't lose functionality.",2,26,26,25,24,24,25,,,4,3,3,3,2,2,2,37.311996459961,-121.96600341797,-1,
R_3fraNIaMWJMpkTK,Default Response Set,Anonymous,,,172.112.8.121,0,2016-08-16 10:27:25,2016-08-16 10:58:54,1,1,1,,6,2,3,1,1,1,,1,,,1,,5,1,38,37,39,38,39,37,39,39,40,1,,,,,2,,,,1,3,4,2,,,1,1,,,,1,15,16,16,16,17,17,15,15,15,15,1,Not in any detail but it has happened.,1,Mercurial / Eclipse HG plugin / Occasionally I use Beyond Compar,4,24,24,24,24,24,24,,,4,4,4,4,4,4,4,34.252105712891,-118.78430175781,-1,
R_2UWpK0hpl89rlA1,Default Response Set,Anonymous,,,206.170.230.200,0,2016-08-16 10:55:44,2016-08-16 11:06:03,1,1,1,,2,2,3,1,1,,1,1,,,,,1,1,40,38,39,37,39,37,39,40,39,1,1,1,,,1,1,3,4,,,,1,1,1,1,1,1,,,1,14,16,16,16,17,17,16,17,16,15,1,All things are possible with limitless budget and time.  Those were however the constraining factor where code that uses newer language techniques would require significant new implementation.,1,"Eclipse, meld, kdiff3",5,25,24,24,23,24,24,,,3,3,5,5,3,2,2,33.708099365234,-117.75959777832,-1,
R_31HheLR5H92zqMb,Default Response Set,Anonymous,,,162.237.204.8,0,2016-08-16 11:05:14,2016-08-16 11:08:56,1,1,1,,4,2,4,1,1,1,1,1,,,1,1,2,1,39,38,40,38,40,36,38,37,40,,,1,,,2,,,,2,3,4,2,1,1,1,1,,,,1,16,17,16,17,17,15,15,16,14,17,2,,1,Beyond Compare,2,25,25,25,25,22,25,,,4,2,5,5,1,3,3,30.50520324707,-97.820297241211,-1,
R_3psDCU4pmbguIm2,Default Response Set,Anonymous,,,192.150.10.201,0,2016-08-16 11:35:52,2016-08-16 11:37:04,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,37.32389831543,-121.91439819336,-1,
R_3MAnqFOsMYOKnm0,Default Response Set,Anonymous,,,130.76.186.16,0,2016-08-16 12:13:08,2016-08-16 12:19:16,1,1,1,,6,2,2,1,1,1,1,1,,,1,,6,1,40,40,38,39,39,37,40,39,39,1,1,1,,,1,2,4,4,,,,1,1,1,1,1,,,,1,16,16,15,17,16,17,16,17,14,15,1,"The new code relied on, for example, specific .NET versions which were not backward compatible",1,SVN / Continuus / GitHub,2,26,24,24,24,24,24,,,3,3,3,3,2,2,3,33.870300292969,-117.92530059814,-1,
R_1OMMrdb9mDYyL9K,Default Response Set,Anonymous,,,128.220.160.131,0,2016-08-10 11:21:08,2016-08-10 11:21:17,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3lTGSsgKqDT4gxz,Default Response Set,Anonymous,,,128.237.177.45,0,2016-08-10 11:33:33,2016-08-10 11:36:29,0,1,1,,2,1,1,1,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3ISIkq1W94CGLzI,Default Response Set,Anonymous,,,128.195.204.135,0,2016-08-16 12:32:33,2016-08-17 12:47:34,1,1,1,,6,1,5,1,,,,,,,1,,4,1,39,38,39,37,38,37,38,39,39,,,1,,,1,3,3,3,,,,3,,,,,,,,1,16,16,17,15,17,15,15,15,15,16,,,1,git / kdiff3,1,26,26,24,23,22,24,,,5,3,4,5,2,5,2,33.64030456543,-117.76940155029,-1,
R_1rCdbHa31VdHPO9,Default Response Set,Anonymous,,,76.250.57.80,0,2016-08-10 14:07:15,2016-08-10 14:07:18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_AI2Ta9oadNKDj0Z,Default Response Set,Anonymous,,,180.151.185.197,0,2016-08-17 20:05:39,2016-08-17 20:13:13,1,1,1,,6,2,4,1,,,,,,,,,5,1,39,38,38,37,38,37,38,38,38,,,1,,,1,2,3,4,,,,2,1,1,,,,,,1,15,15,15,14,15,15,16,15,15,16,,,1,"Winmerge, Araxis",3,24,23,23,23,24,24,,,3,4,4,4,4,4,5,18.533294677734,73.86669921875,-1,
R_2V2TiDezLrqnGIi,Default Response Set,Anonymous,,,188.244.141.92,0,2016-08-17 20:48:36,2016-08-17 21:01:15,1,1,1,,2,2,2,1,,1,1,,,,,,5,1,37,38,38,37,38,36,36,36,39,1,1,,,,2,,,,1,1,2,1,1,,,1,,,,1,14,14,16,15,16,16,14,14,15,15,2,,1,meld / phpstorm,1,26,26,26,25,25,26,,,4,4,5,5,4,3,3,46.952194213867,142.74060058594,-1,
R_2b0CEv2QQIwKkmj,Default Response Set,Anonymous,,,99.108.140.190,0,2016-08-17 20:01:53,2016-08-17 21:18:16,1,1,1,,1,1,1,1,1,,1,,,,,1,4,1,37,37,37,38,38,37,38,38,39,1,,,,,2,,,,2,3,4,3,,,,,,,,1,15,14,14,14,14,13,14,16,13,15,2,,1,meld diff viewer / git,1,26,26,26,25,24,26,,,5,2,3,4,4,3,1,37.413497924805,-122.13119506836,-1,
R_D5JRRvfTE1KlVV7,Default Response Set,Anonymous,,,77.119.131.168,0,2016-08-17 23:34:40,2016-08-17 23:41:26,1,1,1,,2,3,2,1,,,,,,,,,2,1,37,38,37,37,37,37,37,37,38,1,,,,,2,,,,2,3,4,2,,1,,,,,,1,15,16,16,15,16,15,14,16,15,15,,,1,,2,25,25,24,24,24,25,24,,3,2,3,2,4,4,4,48.199996948242,16.36669921875,-1,
R_2VwtcY5e2UHZqJ8,Default Response Set,Anonymous,,,108.48.103.209,0,2016-08-11 12:39:13,2016-08-11 12:41:49,0,1,1,,4,1,5,1,,,1,1,,,1,,2,1,40,38,39,36,37,37,39,39,40,,,,1,I don't.,2,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_C1wsjLX3LYsq52h,Default Response Set,Anonymous,,,188.4.197.235,0,2016-08-18 12:03:37,2016-08-18 16:33:54,1,1,1,,2,1,3,1,,,1,,,,,,5,1,36,38,38,38,39,38,37,39,39,,,1,,,1,,,,,,,2,,,1,,,,,1,16,16,15,15,16,15,16,17,14,16,2,,1,"git, SourceTree, KDiff3, GitHub",2,25,25,24,24,22,25,,,5,1,3,3,1,4,2,37.983306884766,23.733306884766,-1,
R_1dhGOXH9cDXe9bW,Default Response Set,Anonymous,,,206.169.144.70,0,2016-08-18 16:56:08,2016-08-18 17:01:32,1,1,1,,6,2,5,1,,,,,,,,,2,1,38,39,39,37,39,37,37,38,39,1,1,,,,2,,,,2,3,4,1,1,,1,,,,,1,15,15,16,14,16,17,14,16,15,16,,,1,"Winmerge, kdiff3 (via Git)",2,26,26,25,24,23,25,,,4,3,3,4,4,4,2,37.77490234375,-122.41940307617,-1,
R_9N9gk1yP73GECXL,Default Response Set,Anonymous,,,192.55.54.40,0,2016-08-10 18:50:19,2016-08-11 18:29:03,0,1,1,,2,2,2,1,,,,,,,,,6,1,37,39,40,37,39,37,39,37,39,1,1,,,,2,,,,2,3,4,3,,,,,,,,1,16,16,14,16,15,15,16,16,15,16,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3iJACU72ucXVE0u,Default Response Set,Anonymous,,,68.96.79.232,0,2016-08-18 19:20:49,2016-08-18 19:34:20,1,1,1,,6,3,3,1,,,,1,,,1,,4,1,38,38,38,37,38,39,39,37,40,,,1,,,2,,,,2,3,4,3,,,,,,,,1,16,16,17,16,17,17,15,16,15,16,1,Not very specific recollection - but dependencies likely to destabilize the backport are avoided. ,1,"git, diff, the IDE/editor of use in the project (Eclipse, SublimeText, etc.). Others depending on the context.",2,25,25,24,24,24,24,,,3,3,3,3,3,3,3,33.611694335938,-117.5491027832,-1,
R_1QslPrTY5QAfGtl,Default Response Set,Anonymous,,,8.41.68.106,0,2016-08-11 20:25:50,2016-08-11 20:25:54,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_21nxW57G7Hoe899,Default Response Set,Anonymous,,,81.150.214.33,0,2016-08-19 01:36:47,2016-08-19 01:42:35,1,1,1,,1,2,3,1,,,,,,,,,2,1,37,37,36,37,37,36,37,37,38,1,,,,,1,1,2,3,,,,2,,1,1,,,1,Unable to refactor code because want to avoid merge conflicts,1,14,14,13,14,13,13,16,14,13,15,,,1,Jetbrains/IntelliJ,1,26,25,26,25,25,26,,,5,3,4,4,3,4,2,51.496398925781,-0.12240600585938,-1,
R_erOkHScFhZkcdpf,Default Response Set,Anonymous,,,123.63.235.34,0,2016-08-19 04:37:13,2016-08-19 04:45:40,1,1,1,,5,3,4,,,,,,,,1,,5,1,38,39,40,39,40,37,39,39,38,1,1,,,,1,2,3,4,,,,1,1,,1,,,1,Different release timelines across shared projects,1,15,17,15,15,17,17,15,15,15,15,,,1,Perforce and few custom developed tools,3,25,25,24,24,24,25,,,3,4,3,4,4,4,3,18.533294677734,73.86669921875,-1,
R_3KPXIj5BT7fBKao,Default Response Set,Anonymous,,,198.24.118.26,0,2016-08-19 09:54:24,2016-08-19 10:02:59,1,1,1,,2,2,3,1,,1,1,1,,,,1,2,1,39,39,39,37,38,38,37,37,39,1,,,,,1,2,3,4,,,,3,,,,,,,,1,16,16,15,15,16,16,15,14,14,16,2,,1,git / KDiff3 / vim,2,26,25,23,23,24,24,,,3,2,3,3,4,3,2,41.367004394531,-81.864700317383,-1,
